STATEID,DISTID,PSUID,HHID12,HHSPLITID12,HHID05,HHSPLITID05
Jammu & Kashmir 01,13,5,140,1,14,0
Jammu & Kashmir 01,13,5,150,1,15,0
Jammu & Kashmir 01,13,5,160,1,16,0
Jammu & Kashmir 01,13,5,170,1,17,0
Jammu & Kashmir 01,13,5,190,1,19,0
Jammu & Kashmir 01,13,5,190,2,19,0
Jammu & Kashmir 01,13,6,20,1,2,0
Jammu & Kashmir 01,13,6,40,1,4,0
Jammu & Kashmir 01,13,6,50,1,5,0
Jammu & Kashmir 01,13,6,70,1,7,0
Jammu & Kashmir 01,13,6,90,1,9,0
Jammu & Kashmir 01,13,6,100,1,10,0
Jammu & Kashmir 01,13,6,110,1,11,0
Jammu & Kashmir 01,13,6,120,1,12,0
Jammu & Kashmir 01,13,6,130,1,13,0
Jammu & Kashmir 01,13,6,150,1,15,0
Jammu & Kashmir 01,13,7,10,1,1,0
Jammu & Kashmir 01,13,7,20,1,2,0
Jammu & Kashmir 01,13,7,30,1,3,0
Jammu & Kashmir 01,13,7,40,1,4,0
Jammu & Kashmir 01,13,7,50,1,5,0
Jammu & Kashmir 01,13,7,60,1,6,0
Jammu & Kashmir 01,13,7,70,1,7,0
Jammu & Kashmir 01,13,7,80,1,8,0
Jammu & Kashmir 01,13,7,90,1,9,0
Jammu & Kashmir 01,13,7,100,1,10,0
Jammu & Kashmir 01,13,7,110,1,11,0
Jammu & Kashmir 01,13,7,120,1,12,0
Jammu & Kashmir 01,13,7,130,1,13,0
Jammu & Kashmir 01,13,7,140,1,14,0
Jammu & Kashmir 01,13,8,10,1,1,0
Jammu & Kashmir 01,13,8,20,1,2,0
Jammu & Kashmir 01,13,8,30,1,3,0
Jammu & Kashmir 01,13,8,50,1,5,0
Jammu & Kashmir 01,13,8,60,1,6,0
Jammu & Kashmir 01,13,8,70,1,7,0
Jammu & Kashmir 01,13,8,90,1,9,0
Jammu & Kashmir 01,13,8,100,1,10,0
Jammu & Kashmir 01,13,8,100,2,10,0
Jammu & Kashmir 01,13,8,110,1,11,0
Jammu & Kashmir 01,13,8,120,1,12,0
Jammu & Kashmir 01,13,8,130,1,13,0
Jammu & Kashmir 01,13,8,140,1,14,0
Jammu & Kashmir 01,13,8,150,1,15,0
Jammu & Kashmir 01,13,9,10,1,1,0
Jammu & Kashmir 01,13,9,20,1,2,0
Jammu & Kashmir 01,13,9,30,1,3,0
Jammu & Kashmir 01,13,9,40,1,4,0
Jammu & Kashmir 01,13,9,50,1,5,0
Jammu & Kashmir 01,13,9,60,1,6,0
Jammu & Kashmir 01,13,9,80,1,8,0
Jammu & Kashmir 01,13,9,90,1,9,0
Jammu & Kashmir 01,13,9,100,1,10,0
Jammu & Kashmir 01,13,9,110,1,11,0
Jammu & Kashmir 01,13,9,120,1,12,0
Jammu & Kashmir 01,13,9,150,1,15,0
Jammu & Kashmir 01,13,10,10,1,1,0
Jammu & Kashmir 01,13,10,30,1,3,0
Jammu & Kashmir 01,13,10,40,1,4,0
Jammu & Kashmir 01,13,10,50,1,5,0
Jammu & Kashmir 01,13,10,60,1,6,0
Jammu & Kashmir 01,13,10,80,1,8,0
Jammu & Kashmir 01,13,10,110,1,11,0
Jammu & Kashmir 01,13,10,150,1,15,0
Jammu & Kashmir 01,13,11,10,1,1,0
Jammu & Kashmir 01,13,11,40,1,4,0
Jammu & Kashmir 01,13,11,50,1,5,0
Jammu & Kashmir 01,13,11,60,1,6,0
Jammu & Kashmir 01,13,11,70,1,7,0
Jammu & Kashmir 01,13,11,80,1,8,0
Jammu & Kashmir 01,13,11,100,1,10,0
Jammu & Kashmir 01,13,11,110,1,11,0
Jammu & Kashmir 01,13,11,120,1,12,0
Jammu & Kashmir 01,13,11,130,1,13,0
Jammu & Kashmir 01,13,11,140,1,14,0
Jammu & Kashmir 01,13,11,140,2,14,0
Jammu & Kashmir 01,13,11,150,1,15,0
Jammu & Kashmir 01,13,12,10,1,1,0
Jammu & Kashmir 01,13,12,20,1,2,0
Jammu & Kashmir 01,13,12,60,1,6,0
Jammu & Kashmir 01,13,12,70,1,7,0
Jammu & Kashmir 01,13,12,80,1,8,0
Jammu & Kashmir 01,13,12,90,1,9,0
Jammu & Kashmir 01,13,12,100,1,10,0
Jammu & Kashmir 01,13,12,120,1,12,0
Jammu & Kashmir 01,13,12,150,1,15,0
Jammu & Kashmir 01,13,13,20,1,2,0
Jammu & Kashmir 01,13,13,30,1,3,0
Jammu & Kashmir 01,13,13,40,1,4,0
Jammu & Kashmir 01,13,13,50,1,5,0
Jammu & Kashmir 01,13,13,60,1,6,0
Jammu & Kashmir 01,13,13,70,1,7,0
Jammu & Kashmir 01,13,13,70,2,7,0
Jammu & Kashmir 01,13,13,80,1,8,0
Jammu & Kashmir 01,13,13,90,1,9,0
Jammu & Kashmir 01,13,13,100,1,10,0
Jammu & Kashmir 01,13,13,110,1,11,0
Jammu & Kashmir 01,13,13,130,1,13,0
Jammu & Kashmir 01,13,13,140,1,14,0
Jammu & Kashmir 01,13,14,10,1,1,0
Jammu & Kashmir 01,13,14,30,1,3,0
Jammu & Kashmir 01,13,14,50,1,5,0
Jammu & Kashmir 01,13,14,50,2,5,0
Jammu & Kashmir 01,13,14,50,3,5,0
Jammu & Kashmir 01,13,14,60,1,6,0
Jammu & Kashmir 01,13,14,70,1,7,0
Jammu & Kashmir 01,13,14,80,1,8,0
Jammu & Kashmir 01,13,14,80,2,8,0
Jammu & Kashmir 01,13,14,100,1,10,0
Jammu & Kashmir 01,13,14,110,1,11,0
Jammu & Kashmir 01,13,14,120,1,12,0
Jammu & Kashmir 01,13,14,120,2,12,0
Jammu & Kashmir 01,13,14,140,1,14,0
Jammu & Kashmir 01,13,14,150,1,15,0
Jammu & Kashmir 01,13,14,150,2,15,0
Jammu & Kashmir 01,13,15,20,1,2,0
Jammu & Kashmir 01,13,15,20,2,2,0
Jammu & Kashmir 01,13,15,20,3,2,0
Jammu & Kashmir 01,13,15,30,1,3,0
Jammu & Kashmir 01,13,15,30,2,3,0
Jammu & Kashmir 01,13,15,40,1,4,0
Jammu & Kashmir 01,13,15,50,1,5,0
Jammu & Kashmir 01,13,15,70,1,7,0
Jammu & Kashmir 01,13,15,80,1,8,0
Jammu & Kashmir 01,13,15,90,1,9,0
Jammu & Kashmir 01,13,15,100,1,10,0
Jammu & Kashmir 01,13,15,100,2,10,0
Jammu & Kashmir 01,13,15,100,3,10,0
Jammu & Kashmir 01,13,15,100,4,10,0
Jammu & Kashmir 01,13,15,100,5,10,0
Jammu & Kashmir 01,13,15,100,6,10,0
Jammu & Kashmir 01,13,15,110,1,11,0
Jammu & Kashmir 01,13,15,120,1,12,0
Jammu & Kashmir 01,13,15,130,1,13,0
Jammu & Kashmir 01,13,15,140,1,14,0
Jammu & Kashmir 01,13,15,150,1,15,0
Jammu & Kashmir 01,13,15,170,1,17,0
Jammu & Kashmir 01,13,15,190,1,19,0
Himachal Pradesh 02,1,1,11,1,1,1
Himachal Pradesh 02,1,1,21,1,2,1
Himachal Pradesh 02,1,1,31,1,3,1
Himachal Pradesh 02,1,1,41,1,4,1
Himachal Pradesh 02,1,1,51,1,5,1
Himachal Pradesh 02,1,1,61,1,6,1
Himachal Pradesh 02,1,1,71,1,7,1
Himachal Pradesh 02,1,1,81,1,8,1
Himachal Pradesh 02,1,1,82,1,8,2
Himachal Pradesh 02,1,1,82,2,8,2
Himachal Pradesh 02,1,1,83,1,8,3
Himachal Pradesh 02,1,1,91,1,9,1
Himachal Pradesh 02,1,1,101,1,10,1
Himachal Pradesh 02,1,1,101,2,10,1
Himachal Pradesh 02,1,1,102,1,10,2
Himachal Pradesh 02,1,1,103,1,10,3
Himachal Pradesh 02,1,1,121,1,12,1
Himachal Pradesh 02,1,1,122,1,12,2
Himachal Pradesh 02,1,1,131,1,13,1
Himachal Pradesh 02,1,1,141,1,14,1
Himachal Pradesh 02,1,1,141,2,14,1
Himachal Pradesh 02,1,1,141,3,14,1
Himachal Pradesh 02,1,1,151,1,15,1
Himachal Pradesh 02,1,1,152,1,15,2
Himachal Pradesh 02,1,1,161,1,16,1
Himachal Pradesh 02,1,1,171,1,17,1
Himachal Pradesh 02,1,1,181,1,18,1
Himachal Pradesh 02,1,1,182,1,18,2
Himachal Pradesh 02,1,2,11,1,1,1
Himachal Pradesh 02,1,2,11,2,1,1
Himachal Pradesh 02,1,2,12,1,1,2
Himachal Pradesh 02,1,2,13,1,1,3
Himachal Pradesh 02,1,2,21,1,2,1
Himachal Pradesh 02,1,2,22,1,2,2
Himachal Pradesh 02,1,2,31,1,3,1
Himachal Pradesh 02,1,2,41,1,4,1
Himachal Pradesh 02,1,2,51,1,5,1
Himachal Pradesh 02,1,2,52,1,5,2
Himachal Pradesh 02,1,2,53,1,5,3
Himachal Pradesh 02,1,2,61,1,6,1
Himachal Pradesh 02,1,2,71,1,7,1
Himachal Pradesh 02,1,2,91,1,9,1
Himachal Pradesh 02,1,2,101,1,10,1
Himachal Pradesh 02,1,2,111,1,11,1
Himachal Pradesh 02,1,3,11,1,1,1
Himachal Pradesh 02,1,3,21,1,2,1
Himachal Pradesh 02,1,3,22,1,2,2
Himachal Pradesh 02,1,3,31,1,3,1
Himachal Pradesh 02,1,3,41,1,4,1
Himachal Pradesh 02,1,3,51,1,5,1
Himachal Pradesh 02,1,3,61,1,6,1
Himachal Pradesh 02,1,3,71,1,7,1
Himachal Pradesh 02,1,3,81,1,8,1
Himachal Pradesh 02,1,4,11,1,1,1
Himachal Pradesh 02,1,4,21,1,2,1
Himachal Pradesh 02,1,4,31,1,3,1
Himachal Pradesh 02,1,4,41,1,4,1
Himachal Pradesh 02,1,4,41,2,4,1
Himachal Pradesh 02,1,4,51,1,5,1
Himachal Pradesh 02,1,4,61,1,6,1
Himachal Pradesh 02,1,4,71,1,7,1
Himachal Pradesh 02,1,4,81,1,8,1
Himachal Pradesh 02,1,4,91,1,9,1
Himachal Pradesh 02,1,4,101,1,10,1
Himachal Pradesh 02,1,4,111,1,11,1
Himachal Pradesh 02,1,4,111,2,11,1
Himachal Pradesh 02,1,4,121,1,12,1
Himachal Pradesh 02,1,4,131,1,13,1
Himachal Pradesh 02,1,5,10,1,1,0
Himachal Pradesh 02,1,5,30,1,3,0
Himachal Pradesh 02,1,5,40,1,4,0
Himachal Pradesh 02,1,5,40,2,4,0
Himachal Pradesh 02,1,5,40,3,4,0
Himachal Pradesh 02,1,5,50,1,5,0
Himachal Pradesh 02,1,5,50,2,5,0
Himachal Pradesh 02,1,5,60,1,6,0
Himachal Pradesh 02,1,5,60,2,6,0
Himachal Pradesh 02,1,5,70,1,7,0
Himachal Pradesh 02,1,5,80,1,8,0
Himachal Pradesh 02,1,5,90,1,9,0
Himachal Pradesh 02,1,5,120,1,12,0
Himachal Pradesh 02,1,5,120,2,12,0
Himachal Pradesh 02,1,5,130,1,13,0
Himachal Pradesh 02,1,5,140,1,14,0
Himachal Pradesh 02,1,5,140,2,14,0
Himachal Pradesh 02,1,5,150,1,15,0
Himachal Pradesh 02,1,5,160,1,16,0
Himachal Pradesh 02,1,5,160,2,16,0
Himachal Pradesh 02,1,5,170,1,17,0
Himachal Pradesh 02,1,5,180,1,18,0
Himachal Pradesh 02,1,5,180,2,18,0
Himachal Pradesh 02,1,5,190,1,19,0
Himachal Pradesh 02,1,5,190,2,19,0
Himachal Pradesh 02,1,5,190,3,19,0
Himachal Pradesh 02,1,5,200,1,20,0
Himachal Pradesh 02,1,6,10,1,1,0
Himachal Pradesh 02,1,6,20,1,2,0
Himachal Pradesh 02,1,6,30,1,3,0
Himachal Pradesh 02,1,6,40,1,4,0
Himachal Pradesh 02,1,6,60,1,6,0
Himachal Pradesh 02,1,6,70,1,7,0
Himachal Pradesh 02,1,6,80,1,8,0
Himachal Pradesh 02,1,6,90,1,9,0
Himachal Pradesh 02,1,6,100,1,10,0
Himachal Pradesh 02,1,6,110,1,11,0
Himachal Pradesh 02,1,6,110,2,11,0
Himachal Pradesh 02,1,6,130,1,13,0
Himachal Pradesh 02,1,6,140,1,14,0
Himachal Pradesh 02,1,6,150,1,15,0
Himachal Pradesh 02,1,6,160,1,16,0
Himachal Pradesh 02,1,6,170,1,17,0
Himachal Pradesh 02,1,6,180,1,18,0
Himachal Pradesh 02,1,6,190,1,19,0
Himachal Pradesh 02,1,6,200,1,20,0
Himachal Pradesh 02,1,6,200,2,20,0
Himachal Pradesh 02,1,6,200,3,20,0
Himachal Pradesh 02,2,1,11,1,1,1
Himachal Pradesh 02,2,1,21,1,2,1
Himachal Pradesh 02,2,1,31,1,3,1
Himachal Pradesh 02,2,1,31,2,3,1
Himachal Pradesh 02,2,1,31,3,3,1
Himachal Pradesh 02,2,1,31,4,3,1
Himachal Pradesh 02,2,1,41,1,4,1
Himachal Pradesh 02,2,1,41,2,4,1
Himachal Pradesh 02,2,1,41,3,4,1
Himachal Pradesh 02,2,1,51,1,5,1
Himachal Pradesh 02,2,1,61,1,6,1
Himachal Pradesh 02,2,1,62,1,6,2
Himachal Pradesh 02,2,1,63,1,6,3
Himachal Pradesh 02,2,1,71,1,7,1
Himachal Pradesh 02,2,1,81,1,8,1
Himachal Pradesh 02,2,1,91,1,9,1
Himachal Pradesh 02,2,1,101,1,10,1
Himachal Pradesh 02,2,1,101,2,10,1
Himachal Pradesh 02,2,1,111,1,11,1
Himachal Pradesh 02,2,1,112,1,11,2
Himachal Pradesh 02,2,1,113,1,11,3
Himachal Pradesh 02,2,1,121,1,12,1
Himachal Pradesh 02,2,1,131,1,13,1
Himachal Pradesh 02,2,1,132,1,13,2
Himachal Pradesh 02,2,1,141,1,14,1
Himachal Pradesh 02,2,1,141,2,14,1
Himachal Pradesh 02,2,1,151,1,15,1
Himachal Pradesh 02,2,1,161,1,16,1
Himachal Pradesh 02,2,1,181,1,18,1
Himachal Pradesh 02,2,1,191,1,19,1
Himachal Pradesh 02,2,1,191,2,19,1
Himachal Pradesh 02,2,1,191,3,19,1
Himachal Pradesh 02,2,1,201,1,20,1
Himachal Pradesh 02,2,1,201,2,20,1
Himachal Pradesh 02,2,1,211,1,21,1
Himachal Pradesh 02,2,1,221,1,22,1
Himachal Pradesh 02,2,1,231,1,23,1
Himachal Pradesh 02,2,1,231,2,23,1
Himachal Pradesh 02,2,1,231,3,23,1
Himachal Pradesh 02,2,1,241,1,24,1
Himachal Pradesh 02,2,1,251,1,25,1
Himachal Pradesh 02,2,1,261,1,26,1
Himachal Pradesh 02,2,1,271,1,27,1
Himachal Pradesh 02,2,1,281,1,28,1
Himachal Pradesh 02,2,1,291,1,29,1
Himachal Pradesh 02,2,2,11,1,1,1
Himachal Pradesh 02,2,2,21,1,2,1
Himachal Pradesh 02,2,2,21,2,2,1
Himachal Pradesh 02,2,2,22,1,2,2
Himachal Pradesh 02,2,2,31,1,3,1
Himachal Pradesh 02,2,2,31,2,3,1
Himachal Pradesh 02,2,2,31,3,3,1
Himachal Pradesh 02,2,2,41,1,4,1
Himachal Pradesh 02,2,2,51,1,5,1
Himachal Pradesh 02,2,2,52,1,5,2
Himachal Pradesh 02,2,2,61,1,6,1
Himachal Pradesh 02,2,2,71,1,7,1
Himachal Pradesh 02,2,2,81,1,8,1
Himachal Pradesh 02,2,2,91,1,9,1
Himachal Pradesh 02,2,2,91,2,9,1
Himachal Pradesh 02,2,2,91,3,9,1
Himachal Pradesh 02,2,2,91,4,9,1
Himachal Pradesh 02,2,2,111,1,11,1
Himachal Pradesh 02,2,2,111,2,11,1
Himachal Pradesh 02,2,2,121,1,12,1
Himachal Pradesh 02,2,2,121,2,12,1
Himachal Pradesh 02,2,2,131,1,13,1
Himachal Pradesh 02,2,2,131,2,13,1
Himachal Pradesh 02,2,2,131,3,13,1
Himachal Pradesh 02,2,2,151,1,15,1
Himachal Pradesh 02,2,2,161,1,16,1
Himachal Pradesh 02,2,2,171,1,17,1
Himachal Pradesh 02,2,2,181,1,18,1
Himachal Pradesh 02,2,2,182,1,18,2
Himachal Pradesh 02,2,2,191,1,19,1
Himachal Pradesh 02,2,2,201,1,20,1
Himachal Pradesh 02,2,2,201,2,20,1
Himachal Pradesh 02,2,2,211,1,21,1
Himachal Pradesh 02,2,2,212,1,21,2
Himachal Pradesh 02,2,2,213,1,21,3
Himachal Pradesh 02,2,2,221,1,22,1
Himachal Pradesh 02,2,2,231,1,23,1
Himachal Pradesh 02,2,3,11,1,1,1
Himachal Pradesh 02,2,3,21,1,2,1
Himachal Pradesh 02,2,3,31,1,3,1
Himachal Pradesh 02,2,3,41,1,4,1
Himachal Pradesh 02,2,3,51,1,5,1
Himachal Pradesh 02,2,3,61,2,6,1
Himachal Pradesh 02,2,3,61,3,6,1
Himachal Pradesh 02,2,3,71,1,7,1
Himachal Pradesh 02,2,3,72,1,7,2
Himachal Pradesh 02,2,3,72,2,7,2
Himachal Pradesh 02,2,3,82,1,8,2
Himachal Pradesh 02,2,3,83,1,8,3
Himachal Pradesh 02,2,3,84,1,8,4
Himachal Pradesh 02,2,3,91,1,9,1
Himachal Pradesh 02,2,3,92,1,9,2
Himachal Pradesh 02,2,3,101,1,10,1
Himachal Pradesh 02,2,3,101,2,10,1
Himachal Pradesh 02,2,3,111,1,11,1
Himachal Pradesh 02,2,3,112,1,11,2
Himachal Pradesh 02,2,3,121,1,12,1
Himachal Pradesh 02,2,3,131,1,13,1
Himachal Pradesh 02,2,3,131,2,13,1
Himachal Pradesh 02,2,3,132,1,13,2
Himachal Pradesh 02,2,3,141,1,14,1
Himachal Pradesh 02,2,3,141,2,14,1
Himachal Pradesh 02,2,3,151,1,15,1
Himachal Pradesh 02,2,3,161,1,16,1
Himachal Pradesh 02,2,3,171,1,17,1
Himachal Pradesh 02,2,3,211,1,21,1
Himachal Pradesh 02,2,3,221,1,22,1
Himachal Pradesh 02,2,3,231,1,23,1
Himachal Pradesh 02,2,3,232,1,23,2
Himachal Pradesh 02,2,3,241,1,24,1
Himachal Pradesh 02,2,3,251,1,25,1
Himachal Pradesh 02,2,3,252,1,25,2
Himachal Pradesh 02,2,4,11,1,1,1
Himachal Pradesh 02,2,4,21,1,2,1
Himachal Pradesh 02,2,4,31,1,3,1
Himachal Pradesh 02,2,4,41,1,4,1
Himachal Pradesh 02,2,4,51,1,5,1
Himachal Pradesh 02,2,4,61,1,6,1
Himachal Pradesh 02,2,4,71,1,7,1
Himachal Pradesh 02,2,4,91,1,9,1
Himachal Pradesh 02,2,4,101,1,10,1
Himachal Pradesh 02,2,4,111,1,11,1
Himachal Pradesh 02,2,4,121,1,12,1
Himachal Pradesh 02,2,4,131,1,13,1
Himachal Pradesh 02,2,4,141,1,14,1
Himachal Pradesh 02,2,5,11,1,1,1
Himachal Pradesh 02,2,5,12,1,1,2
Himachal Pradesh 02,2,5,21,1,2,1
Himachal Pradesh 02,2,5,31,1,3,1
Himachal Pradesh 02,2,5,31,2,3,1
Himachal Pradesh 02,2,5,51,1,5,1
Himachal Pradesh 02,2,5,51,2,5,1
Himachal Pradesh 02,2,5,51,3,5,1
Himachal Pradesh 02,2,5,61,1,6,1
Himachal Pradesh 02,2,5,61,2,6,1
Himachal Pradesh 02,2,5,71,1,7,1
Himachal Pradesh 02,2,5,81,1,8,1
Himachal Pradesh 02,2,5,91,1,9,1
Himachal Pradesh 02,2,5,101,1,10,1
Himachal Pradesh 02,2,5,111,1,11,1
Himachal Pradesh 02,2,5,131,1,13,1
Himachal Pradesh 02,2,5,141,1,14,1
Himachal Pradesh 02,2,5,151,1,15,1
Himachal Pradesh 02,2,5,161,1,16,1
Himachal Pradesh 02,2,5,171,1,17,1
Himachal Pradesh 02,2,5,181,1,18,1
Himachal Pradesh 02,2,5,191,1,19,1
Himachal Pradesh 02,2,5,201,1,20,1
Himachal Pradesh 02,2,5,211,1,21,1
Himachal Pradesh 02,2,6,10,1,1,0
Himachal Pradesh 02,2,6,20,1,2,0
Himachal Pradesh 02,2,6,30,1,3,0
Himachal Pradesh 02,2,6,40,1,4,0
Himachal Pradesh 02,2,6,50,1,5,0
Himachal Pradesh 02,2,6,60,1,6,0
Himachal Pradesh 02,2,6,70,1,7,0
Himachal Pradesh 02,2,6,90,1,9,0
Himachal Pradesh 02,2,6,100,1,10,0
Himachal Pradesh 02,2,6,100,2,10,0
Himachal Pradesh 02,2,6,110,1,11,0
Himachal Pradesh 02,2,6,110,2,11,0
Himachal Pradesh 02,2,6,120,1,12,0
Himachal Pradesh 02,2,6,130,1,13,0
Himachal Pradesh 02,2,6,140,1,14,0
Himachal Pradesh 02,2,6,150,1,15,0
Himachal Pradesh 02,2,6,160,1,16,0
Himachal Pradesh 02,2,6,180,1,18,0
Himachal Pradesh 02,2,6,190,1,19,0
Himachal Pradesh 02,2,6,200,1,20,0
Himachal Pradesh 02,2,7,10,1,1,0
Himachal Pradesh 02,2,7,20,1,2,0
Himachal Pradesh 02,2,7,30,1,3,0
Himachal Pradesh 02,2,7,40,1,4,0
Himachal Pradesh 02,2,7,50,1,5,0
Himachal Pradesh 02,2,7,60,1,6,0
Himachal Pradesh 02,2,7,70,1,7,0
Himachal Pradesh 02,2,7,80,1,8,0
Himachal Pradesh 02,2,7,90,1,9,0
Himachal Pradesh 02,2,7,100,1,10,0
Himachal Pradesh 02,2,7,110,1,11,0
Himachal Pradesh 02,2,7,120,1,12,0
Himachal Pradesh 02,2,7,120,2,12,0
Himachal Pradesh 02,2,7,120,3,12,0
Himachal Pradesh 02,2,7,130,1,13,0
Himachal Pradesh 02,2,7,140,1,14,0
Himachal Pradesh 02,2,7,150,1,15,0
Himachal Pradesh 02,2,7,160,1,16,0
Himachal Pradesh 02,2,7,170,1,17,0
Himachal Pradesh 02,2,7,180,1,18,0
Himachal Pradesh 02,2,7,190,1,19,0
Himachal Pradesh 02,2,7,200,1,20,0
Himachal Pradesh 02,2,8,10,1,1,0
Himachal Pradesh 02,2,8,20,1,2,0
Himachal Pradesh 02,2,8,30,1,3,0
Himachal Pradesh 02,2,8,40,1,4,0
Himachal Pradesh 02,2,8,50,1,5,0
Himachal Pradesh 02,2,8,60,1,6,0
Himachal Pradesh 02,2,8,60,2,6,0
Himachal Pradesh 02,2,8,70,1,7,0
Himachal Pradesh 02,2,8,80,1,8,0
Himachal Pradesh 02,2,8,90,1,9,0
Himachal Pradesh 02,2,8,100,1,10,0
Himachal Pradesh 02,2,8,110,1,11,0
Himachal Pradesh 02,2,8,120,1,12,0
Himachal Pradesh 02,2,8,120,2,12,0
Himachal Pradesh 02,2,8,130,1,13,0
Himachal Pradesh 02,2,8,140,1,14,0
Himachal Pradesh 02,2,8,150,1,15,0
Himachal Pradesh 02,2,9,20,1,2,0
Himachal Pradesh 02,2,9,30,1,3,0
Himachal Pradesh 02,2,9,40,1,4,0
Himachal Pradesh 02,2,9,50,1,5,0
Himachal Pradesh 02,2,9,70,1,7,0
Himachal Pradesh 02,2,9,80,1,8,0
Himachal Pradesh 02,2,9,90,1,9,0
Himachal Pradesh 02,2,9,100,1,10,0
Himachal Pradesh 02,2,9,110,1,11,0
Himachal Pradesh 02,2,9,120,1,12,0
Himachal Pradesh 02,2,9,120,2,12,0
Himachal Pradesh 02,2,9,130,1,13,0
Himachal Pradesh 02,2,9,130,2,13,0
Himachal Pradesh 02,2,9,140,1,14,0
Himachal Pradesh 02,2,9,140,2,14,0
Himachal Pradesh 02,2,9,150,1,15,0
Himachal Pradesh 02,2,10,10,1,1,0
Himachal Pradesh 02,2,10,20,1,2,0
Himachal Pradesh 02,2,10,30,1,3,0
Himachal Pradesh 02,2,10,40,1,4,0
Himachal Pradesh 02,2,10,50,1,5,0
Himachal Pradesh 02,2,10,60,1,6,0
Himachal Pradesh 02,2,10,60,2,6,0
Himachal Pradesh 02,2,10,60,3,6,0
Himachal Pradesh 02,2,10,70,1,7,0
Himachal Pradesh 02,2,10,80,1,8,0
Himachal Pradesh 02,2,10,90,1,9,0
Himachal Pradesh 02,2,10,100,1,10,0
Himachal Pradesh 02,2,10,120,1,12,0
Himachal Pradesh 02,2,11,10,1,1,0
Himachal Pradesh 02,2,11,20,1,2,0
Himachal Pradesh 02,2,11,40,1,4,0
Himachal Pradesh 02,2,11,50,1,5,0
Himachal Pradesh 02,2,11,50,2,5,0
Himachal Pradesh 02,2,11,70,1,7,0
Himachal Pradesh 02,2,11,70,2,7,0
Himachal Pradesh 02,2,11,80,1,8,0
Himachal Pradesh 02,2,11,90,1,9,0
Himachal Pradesh 02,2,11,100,1,10,0
Himachal Pradesh 02,2,11,110,1,11,0
Himachal Pradesh 02,2,11,120,1,12,0
Himachal Pradesh 02,2,11,130,1,13,0
Himachal Pradesh 02,2,11,140,1,14,0
Himachal Pradesh 02,2,11,150,1,15,0
Himachal Pradesh 02,2,12,20,1,2,0
Himachal Pradesh 02,2,12,30,1,3,0
Himachal Pradesh 02,2,12,40,1,4,0
Himachal Pradesh 02,2,12,50,1,5,0
Himachal Pradesh 02,2,12,60,1,6,0
Himachal Pradesh 02,2,12,70,1,7,0
Himachal Pradesh 02,2,12,80,1,8,0
Himachal Pradesh 02,2,12,90,1,9,0
Himachal Pradesh 02,2,12,100,1,10,0
Himachal Pradesh 02,2,12,110,1,11,0
Himachal Pradesh 02,2,12,120,1,12,0
Himachal Pradesh 02,2,12,130,1,13,0
Himachal Pradesh 02,2,12,140,1,14,0
Himachal Pradesh 02,2,12,150,1,15,0
Himachal Pradesh 02,2,13,10,1,1,0
Himachal Pradesh 02,2,13,20,1,2,0
Himachal Pradesh 02,2,13,30,1,3,0
Himachal Pradesh 02,2,13,40,1,4,0
Himachal Pradesh 02,2,13,50,1,5,0
Himachal Pradesh 02,2,13,70,1,7,0
Himachal Pradesh 02,2,13,80,1,8,0
Himachal Pradesh 02,2,13,100,1,10,0
Himachal Pradesh 02,2,13,110,1,11,0
Himachal Pradesh 02,2,13,120,1,12,0
Himachal Pradesh 02,2,13,150,1,15,0
Himachal Pradesh 02,4,1,11,1,1,1
Himachal Pradesh 02,4,1,12,1,1,2
Himachal Pradesh 02,4,1,21,1,2,1
Himachal Pradesh 02,4,1,22,1,2,2
Himachal Pradesh 02,4,1,23,1,2,3
Himachal Pradesh 02,4,1,41,1,4,1
Himachal Pradesh 02,4,1,51,1,5,1
Himachal Pradesh 02,4,1,61,1,6,1
Himachal Pradesh 02,4,1,62,1,6,2
Himachal Pradesh 02,4,1,71,1,7,1
Himachal Pradesh 02,4,1,81,1,8,1
Himachal Pradesh 02,4,1,91,1,9,1
Himachal Pradesh 02,4,2,11,1,1,1
Himachal Pradesh 02,4,2,12,1,1,2
Himachal Pradesh 02,4,2,21,1,2,1
Himachal Pradesh 02,4,2,41,1,4,1
Himachal Pradesh 02,4,2,51,1,5,1
Himachal Pradesh 02,4,2,51,2,5,1
Himachal Pradesh 02,4,2,51,3,5,1
Himachal Pradesh 02,4,2,61,1,6,1
Himachal Pradesh 02,4,2,71,1,7,1
Himachal Pradesh 02,4,2,81,1,8,1
Himachal Pradesh 02,4,2,91,1,9,1
Himachal Pradesh 02,4,2,91,2,9,1
Himachal Pradesh 02,4,2,101,1,10,1
Himachal Pradesh 02,4,2,102,1,10,2
Himachal Pradesh 02,4,2,111,1,11,1
Himachal Pradesh 02,4,3,11,1,1,1
Himachal Pradesh 02,4,3,12,1,1,2
Himachal Pradesh 02,4,3,13,1,1,3
Himachal Pradesh 02,4,3,21,1,2,1
Himachal Pradesh 02,4,3,31,1,3,1
Himachal Pradesh 02,4,3,32,1,3,2
Himachal Pradesh 02,4,3,41,1,4,1
Himachal Pradesh 02,4,3,61,1,6,1
Himachal Pradesh 02,4,3,62,1,6,2
Himachal Pradesh 02,4,3,71,1,7,1
Himachal Pradesh 02,4,5,10,1,1,0
Himachal Pradesh 02,4,5,10,2,1,0
